name,type_code,us_node,ds_node,length,diameter,slope,roughness,shape,us_invert,ds_invert
626,136,3-1-37,3-1-34,290.64,0.83,1.239,0.013,1,4776.81,4773.21
6260,136,29-3-48,29-3-51,444,2.25,0.73,0.013,1,4434.92,4431.69
6261,136,29-3-51,29-3-52,179.37,2.25,0.65,0.013,1,4431.69,4430.52
6267,136,29-3-29.1,29-3-29,169.06,1.25,1.21,0.013,1,4449.61,4447.56
628,136,3-1-39,3-1-37,242.31,0.83,3.35,0.013,1,4786.05,4777.93
629,136,3-1-40,3-1-39,50.79,0.67,0.57,0.013,1,4786.8,4786.51
6291,136,29-4-21,29-4-20,345.35,1.25,1.5,0.013,1,4500.9,4495.71
6292,136,29-4-22,29-4-21,348.53,1.25,1.51,0.013,1,4506.22,4500.97
6293,136,29-4-23,29-4-22,302.13,1.25,1.6,0.013,1,4511.06,4506.22
6294,136,29-4-24,29-4-23,292.22,1.25,1.43,0.013,1,4515.26,4511.09
6296,136,29-4-26,29-4-25,168.48,1.25,6.47,0.013,1,4527.17,4516.27
6297,136,29-4-27,29-4-26,503.47,1.25,3.54,0.013,1,4545.11,4527.29
6298,136,29-4-28,29-4-27,235.06,1.25,0.08,0.013,1,4545.4,4545.21
6299,136,29-4-29,29-4-28,24.72,1.25,0.49,0.013,1,4545.56,4545.44
6300,136,29-4-30,29-4-29,289.67,1.25,0.37,0.013,1,4546.71,4545.64
6301,136,32-3-1,29-4-30,284.42,1.25,0.25,0.013,1,4547.45,4546.73
6302,136,29-4-20,29-4-31,531.5,1.25,0.27,0.013,1,4495.37,4493.93
6303,136,29-4-31,29-4-32,296.64,1.25,0.32,0.013,1,4493.91,4492.95
6304,136,29-4-32,29-4-33,311.48,1.25,0.27,0.013,1,4492.92,4492.09
6305,136,29-4-33,29-4-34,351.6,1.25,0.247,0.013,1,4491.97,4491.1
6307,136,29-4-34,29-4-35,58.46,1.25,0.103,0.013,1,4491.05,4490.99
6308,136,29-4-35,29-4-36,240.58,1.25,0.449,0.013,1,4490.96,4489.88
6309,136,29-4-36,29-4-37,162.8,1.25,0.1,0.013,1,4489.86,4489.7
631,136,3-1-42,3-1-40,290.77,0.83,1.01,0.013,1,4789.82,4786.88
6310,136,29-4-37,29-4-37.1,31.61,1.25,0.38,0.013,1,4489.65,4489.53
6311,136,29-4-37.1,29-4-37.2,77.92,1.25,0.44,0.013,1,4489.44,4489.1
6312,136,29-4-37.2,29-4-37.3,63.5,1.25,0.3,0.013,1,4489.09,4488.9
6313,136,29-4-37.3,29-4-38,75.02,1.25,0.11,0.013,1,4488.88,4488.8
6314,136,29-4-38,29-4-39,186.38,1.25,1.81,0.013,1,4488.67,4485.3
6315,136,29-4-40A,29-4-39,20.69,1.5,4.2,0.013,1,4488.08,4487.21
6315A,138,29-4-40,29-4-40A,,,,,,,
6318,136,29-4-41,29-4-40,179.8,1.5,5.22,0.013,1,4497.53,4488.14
6319,136,29-4-42,29-4-41,158.33,1.5,4.39,0.013,1,4504.48,4497.53
6320,136,29-4-43,29-4-42,32.96,1.5,4.278,0.013,1,4506.36,4504.95
6321,136,29-4-44,29-4-43,115.54,1.5,5.574,0.013,1,4513.13,4506.69
6322,136,29-4-45,29-4-44,249.41,2,0.345,0.013,1,4514.27,4513.41
6323,136,29-4-46,29-4-45,273,2,0.407,0.013,1,4515.5,4514.39
6324,136,29-4-47,29-4-46,152.9,1.5,0.51,0.013,1,4516.58,4515.8
6325,136,29-4-48,29-4-47,219.48,1.5,0.952,0.013,1,4518.74,4516.65
6326,136,29-4-49,29-4-48,169.3,1.5,0.73,0.013,1,4519.98,4518.75
6327,136,29-4-50,29-4-49,77.9,1.5,1.374,0.013,1,4521.79,4520.72
6328,136,29-4-51,29-4-50,278.21,1.5,2.455,0.013,1,4529.62,4522.79
6329,136,29-4-52,29-4-51,97.12,1.5,10.08,0.013,1,4539.67,4529.88
6330,136,29-4-53,29-4-52,176.84,1.5,2.05,0.013,1,4543.44,4539.82
6331,136,29-4-54,29-4-53,251.2,1.75,0.66,0.013,1,4545.12,4543.45
6332,136,29-4-55,29-4-54,53.41,1.75,0.6,0.013,1,4545.52,4545.2
6333,136,29-4-56,29-4-55,24.35,1.75,0.7,0.013,1,4545.73,4545.56
6334,136,29-4-57,29-4-56,263.49,1.75,0.19,0.013,1,4546.34,4545.83
6335,136,29-4-58,29-4-57,276.13,1.75,0.2,0.013,1,4546.94,4546.39
6336,136,32-3-14,29-4-58,44.38,1.75,0.113,0.013,1,4547.04,4546.99
635,136,3-1-46,3-1-42,106.21,0.83,1.05,0.013,1,4791.1,4789.99
636,136,3-1-47,3-1-46,146.48,0.83,1.891,0.013,1,4793.99,4791.22
6365,136,32-3-2,32-3-1,363.91,1.25,0.24,0.013,1,4548.49,4547.61
6366,136,32-3-3,32-3-2,398.75,1.25,0.3,0.013,1,4549.72,4548.54
6367,136,32-3-4,32-3-3,318.6,1.25,0.14,0.013,1,4550.21,4549.76
6368,136,32-3-5,32-3-4,81.4,1.25,0.22,0.013,1,4550.45,4550.27
637,136,3-1-48,3-1-47,87.2,0.83,1.732,0.013,1,4795.57,4794.06
6370,136,32-3-6,32-3-5,399.38,1.25,0.21,0.013,1,4551.34,4550.49
6371,136,32-3-7,32-3-6,301.54,1.25,0.23,0.013,1,4552.13,4551.43
6372,136,32-3-8,32-3-7,100.31,1.25,0.16,0.013,1,4552.3,4552.14
6373,136,32-3-9,32-3-8,130.31,1.25,0.084,0.013,1,4552.47,4552.36
6377,136,32-3-13,32-3-9,273.6,1.25,0.21,0.013,1,4553.09,4552.52
6379,136,32-3-15,32-3-14,524.78,1.75,0.29,0.013,1,4548.59,4547.05
6380,136,32-3-16,32-3-15,524.4,1.75,0.198,0.013,1,4549.69,4548.65
6385,136,32-3-20,32-3-16,162.73,1.75,0.277,0.013,1,4550.25,4549.8
6387,136,32-3-22,32-3-20,302.37,1.75,0.2,0.013,1,4550.85,4550.26
6389,136,32-3-24,32-3-22,73.29,1.75,0.41,0.013,1,4551.22,4550.92
6390,136,32-3-25,32-3-24,248.92,1.75,0.24,0.013,1,4551.82,4551.23
6392,136,32-3-27,32-3-25,104.45,1.75,0.163,0.013,1,4552.03,4551.86
6393,136,32-3-28,32-3-27,144.47,1.75,0.21,0.013,1,4552.36,4552.06
6394,136,32-3-29,32-3-28,208.1,1.75,0.106,0.013,1,4552.76,4552.54
6397,136,32-3-31,32-3-29.1,122.74,1.75,0.46,0.013,1,4553.77,4553.2
6403,136,32-3-29.1,32-3-29,171.67,1.75,0.233,0.013,1,4553.19,4552.79
6405,136,5-2-1,32-4-1,99.85,1.5,0.621,0.013,1,4619.15,4618.53
6406,136,5-2-44,32-4-2,74,1.25,4.04,0.013,1,4618.68,4615.69
6409,136,32-4-2A,32-4-3,239.34,1.25,4.024,0.013,1,4615.6,4605.97
6409A,138,32-4-2,32-4-2A,,,,,,,
6410,136,32-4-3,32-4-4,378.77,1.25,0.93,0.013,1,4605.95,4602.41
6411,136,32-4-4,32-4-5,265.83,1.25,0.27,0.013,1,4602.4,4601.68
6421,136,32-4-5,32-4-14,15.63,0.67,8.06,0.013,1,4601.48,4600.22
6422,136,32-4-47,32-4-48,176.34,1.25,7.724,0.013,1,4599.94,4586.32
6423,136,32-4-14,32-4-15,253.3,1,8.72,0.013,1,4600.04,4577.96
6424,136,32-4-15,32-4-16,346.75,1,3.76,0.013,1,4577.87,4564.83
6425,136,32-4-16,32-4-17,399.16,1,1.36,0.013,1,4564.82,4559.39
6436,136,32-4-17,32-4-28,314.62,1,1.26,0.013,1,4559.35,4555.38
6437,136,32-4-29,32-3-31,535.1,1.75,0.254,0.013,1,4555.18,4553.82
6439,136,32-4-28,32-4-32,345.43,1.25,0.2,0.013,1,4555.15,4554.46
6440,136,32-4-32,32-4-33,19.25,1.25,0.94,0.013,1,4554.41,4554.23
6450,136,5-2-52,32-4-42.1,123.52,1.25,8.25,0.013,1,4627.77,4617.58
6453,136,32-4-42.1,32-4-43,42.12,1.25,2.73,0.013,1,4617.36,4616.21
6455,136,32-4-43,32-4-44,340.21,1.25,1.49,0.013,1,4614.42,4609.35
6456,136,32-4-44,32-4-45,244.65,1.25,1.43,0.013,1,4609.34,4605.83
6457,136,32-4-45,32-4-46,123.15,1.25,1.5,0.013,1,4605.75,4603.9
6458,136,32-4-46,32-4-47,155.74,1.25,1.5,0.013,1,4602.61,4600.27
6460,136,32-4-48,32-4-49,80.5,1.25,3.86,0.013,1,4586.25,4583.14
6461,136,32-4-49,32-4-50,346.21,1.25,4.09,0.013,1,4583.01,4568.86
6462,136,32-4-50,32-4-51,354.72,1.25,1.4,0.013,1,4568.82,4563.84
6463,136,32-4-51,32-4-57,310.34,1.25,2.34,0.013,1,4563.76,4556.5
6467,136,32-4-56,32-4-57,172.52,0.67,3.06,0.013,1,4562.92,4557.64
6468,136,32-4-55,32-4-56,220.93,0.67,5.22,0.013,1,4574.62,4563.08
6469,136,32-4-54,32-4-55,336.51,0.67,8.09,0.013,1,4601.91,4574.69
6470,136,32-4-53,32-4-54,238.5,0.67,4.82,0.013,1,4613.64,4602.14
6471,136,32-4-52,32-4-53,46.43,0.67,2.412,0.013,1,4615,4613.88
6472,136,33-1-73,32-4-52,203.46,0.67,2.571,0.013,1,4620.3,4615.07
6474,136,32-4-33,32-3-13,417.89,1.25,0.26,0.013,1,4554.22,4553.14
6529,136,33-1-3,33-1-49,344.3,0.83,2.19,0.013,1,4642.4,4634.85
6530,136,33-1-49,33-1-50,295.17,0.83,2.15,0.013,1,4634.79,4628.43
6552,136,33-1-50,33-1-72,55.67,0.83,1.98,0.013,1,4628.23,4627.13
6555,136,33-1-72,33-1-73,298.28,0.83,2.27,0.013,1,4627.13,4620.37
6557,136,33-1-75,33-1-74,219.33,0.83,0.12,0.013,1,4621.24,4620.98
659,136,3-1-70,3-1-48,183.89,0.83,1.91,0.013,1,4799.28,4795.76
6597,136,33-1-113,33-1-75,266.42,0.67,0.19,0.013,1,4621.74,4621.24
6598,136,33-1-114,33-1-113,160.29,0.67,0.33,0.013,1,4624.48,4623.95
6599,136,33-2-45,33-1-114,165.01,0.67,0.26,0.013,1,4624.92,4624.49
661,136,3-1-72,3-1-70,251.53,0.83,2.36,0.013,1,4805.48,4799.54
664,136,3-1-75,3-1-72,154.06,0.83,2.45,0.013,1,4809.38,4805.6
665,136,3-1-76,3-1-75,107.82,0.83,2.29,0.013,1,4811.91,4809.44
6730,136,33-3-35,33-3-34,230.43,1,0.846,0.013,1,4558.88,4556.93
6731,136,33-3-36,33-3-35,371.44,1,1.481,0.013,1,4564.43,4558.93
6732,136,33-3-3,33-3-36.1,53.6,1,0.802,0.013,1,4571.95,4571.52
6733,136,33-3-37,33-3-3,411.93,1,1.782,0.013,1,4585.85,4578.51
6745,136,33-3-51,33-3-50,475.07,1.25,1.29,0.013,1,4568.71,4562.58
6836,136,33-4-64,33-4-63,271.03,0.667,0.432,0.013,1,4621.24,4620.07
6837,136,33-4-65,33-4-64,117.62,0.67,3.324,0.013,1,4625.25,4621.34
6838,136,33-4-66,33-4-65,144.44,0.67,3.212,0.013,1,4629.99,4625.35
6839,136,33-4-67,33-4-66,72.48,0.67,1.57,0.013,1,4631.13,4629.99
6849,136,33-4-77,33-4-67,314.99,0.67,1.42,0.013,1,4635.72,4631.25
6850,136,33-4-78,33-4-77,159.16,0.67,1,0.013,1,4637.48,4635.89
6851,136,33-4-79,33-4-78,319.6,0.67,2.015,0.013,1,4643.96,4637.52
6863,136,33-4-90,33-4-79,78.81,0.67,0.964,0.013,1,4645.01,4644.25
6866,136,33-4-91,33-4-90,134.67,0.67,1.649,0.013,1,4647.3,4645.08
6871,136,33-4-63,33-4-92,208.94,1,2.967,0.013,1,4619.49,4613.29
6906,136,34-1-19,33-4-91,349.24,0.67,2.211,0.013,1,4655.12,4647.4
6907,136,34-1-20,34-1-19,135.78,0.67,0.24,0.013,1,4655.88,4655.56
6908,136,34-1-21,34-1-20,350.4,0.67,0.39,0.013,1,4657.56,4656.19
6909,136,34-1-22,34-1-21,33.15,0.67,0.03,0.013,1,4657.59,4657.58
6910,136,34-1-23,34-1-22,160.96,0.67,0.35,0.013,1,4658.19,4657.63
6911,136,34-1-24,34-1-23,170.3,0.67,2,0.013,1,4661.82,4658.42
6912,136,34-1-25,34-1-24,329.57,0.67,0.71,0.013,1,4664.66,4662.32
6913,136,34-1-26,34-1-25,327.94,0.67,1.86,0.013,1,4670.83,4664.72
7008,136,34-2-10,34-2-9.1,142.13,0.67,1.98,0.013,1,4636.34,4633.53
7020,136,34-2-18,34-2-18.1,126.53,0.67,2.371,0.013,1,4589.03,4586.03
7021,136,34-2-18.1,34-2-19,238.18,0.67,2.46,0.013,1,4586,4580.14
7028,136,34-2-4,34-2-15,327.76,0.67,3.04,0.013,1,4612.18,4602.22
7029,136,34-2-5,34-2-4,266.08,0.67,2.26,0.013,1,4618.33,4612.31
7030,136,34-2-6,34-2-5,313.98,0.67,1.52,0.013,1,4623.25,4618.48
7031,136,34-2-7,34-2-6,87.85,0.67,0.87,0.013,1,4624.09,4623.33
7033,136,34-2-8,34-2-7,295.59,0.67,0.53,0.013,1,4625.71,4624.14
7036,136,34-2-11,34-2-10,76.43,0.67,1.83,0.013,1,4637.74,4636.34
7037,136,34-2-12,34-2-11,132.9,0.67,1.979,0.013,1,4640.41,4637.78
7038,136,34-2-13,34-2-12,191.77,0.67,2.086,0.013,1,4644.46,4640.46
7039,136,34-2-14,34-2-13,134.53,0.67,1.9,0.013,1,4647.02,4644.46
7040,136,34-3-1,34-2-14,362.26,0.67,2.04,0.013,1,4654.5,4647.12
7042,136,34-2-15,34-2-16,297.82,0.67,0.497,0.013,1,4602.18,4600.7
7043,136,34-2-16,34-2-17,300.34,0.67,0.513,0.013,1,4600.69,4599.15
7044,136,34-2-17,34-2-18,333.73,0.67,2.97,0.013,1,4599.08,4589.17
7048,136,34-2-21,34-2-20,192.01,1.25,1.41,0.013,1,4585.38,4582.68
7049,136,34-2-22,34-2-21,312.9,1.25,1.39,0.013,1,4589.77,4585.43
7051,136,34-2-23,34-2-22,286.46,1.25,1.38,0.013,1,4593.72,4589.77
7052,136,34-2-24,34-2-23,85.13,1.25,1.36,0.013,1,4595,4593.84
7053,136,34-2-31,34-2-24,305.28,1.25,1.51,0.013,1,4599.77,4595.17
7064,136,34-2-35,34-2-31,80.13,1.25,1.58,0.013,1,4601.11,4599.84
7065,136,34-2-36,34-2-35,218.19,1.25,1.52,0.013,1,4604.51,4601.19
7066,136,34-2-39,34-2-36,181.7,1.25,1.56,0.013,1,4607.36,4604.52
7069,136,34-2-40,34-2-39,345.46,1.25,1.91,0.013,1,4613.97,4607.37
7071,136,34-2-41,34-2-40,117.58,1.25,2.03,0.013,1,4616.36,4613.97
7072,136,34-2-49,34-2-41,297.36,1.25,1.94,0.013,1,4622.24,4616.47
7082,136,34-3-8,34-2-49,267.25,1.25,2.07,0.013,1,4627.86,4622.33
7109,136,34-3-2,34-3-1,298.82,0.67,1.94,0.013,1,4660.29,4654.5
7110,136,34-3-3,34-3-2,259.42,0.67,2.46,0.013,1,4666.66,4660.29
7114,136,34-3-7,34-3-8,83.3,1.25,1.273,0.013,1,4628.98,4627.92
7117,136,34-3-10,34-3-9,179.13,1.25,1.81,0.013,1,4641.04,4637.79
7118,136,34-3-11,34-3-10,142.29,1.25,1.78,0.013,1,4643.77,4641.24
7119,136,34-3-12,34-3-11,166.75,1.25,1.91,0.013,1,4647.09,4643.91
7120,136,34-3-13,34-3-12,346.13,1.5,0.65,0.013,1,4649.34,4647.1
7121,136,34-3-14,34-3-13,158.41,1.5,0.309,0.013,1,4649.94,4649.45
713,136,3-2-5,4-2-90,275.78,0.67,1.19,0.013,1,4804.62,4801.34
7131,136,34-3-23,34-3-88,161.66,1.25,0.13,0.013,1,4663.9,4663.69
714,136,3-2-6,3-2-5,270.79,0.67,0.68,0.013,1,4812.65,4810.81
7141,136,34-3-28,34-3-19,190.56,1.25,0.289,0.013,1,4651.07,4650.52
7142,136,34-3-29,34-3-28,155.17,1.25,0.496,0.013,1,4651.86,4651.09
7144,136,34-3-31,34-3-29,206.36,0.67,0.8,0.013,1,4654.19,4652.53
7145,136,34-3-32,34-3-31,204.95,0.67,0.91,0.013,1,4656.13,4654.26
7146,136,34-3-33,34-3-32,198.52,0.67,3.289,0.013,1,4662.66,4656.13
7147,136,34-3-34,34-3-33,226.32,0.83,0.658,0.013,1,4664.23,4662.74
7148,136,34-3-35,34-3-34,166.29,0.83,0.487,0.013,1,4665.34,4664.53
7150,136,34-3-37,34-3-35,120.4,0.83,0.141,0.013,1,4666.35,4666.18
7151,136,35-2-1,34-3-37,229.35,0.83,0.61,0.013,1,4667.79,4666.39
7191,136,34-4-59,34-3-89,339.31,0.67,4.42,0.013,1,4687.18,4672.17
721,136,3-2-13,3-2-6,334.2,0.67,2.38,0.013,1,4820.71,4812.75
722,136,3-2-14,3-2-13,486.38,0.67,0.82,0.013,1,4824.91,4820.92
7221,136,34-3-87,27-4-39,288.98,0.67,4.582,0.013,1,4850.54,4837.3
723,136,3-2-15,3-2-14,217.93,0.67,0.84,0.013,1,4827.12,4825.3
7267,136,34-4-42,34-4-41,20.37,0.67,5.3,0.013,1,4775.25,4774.17
7268,136,34-4-41,34-4-43,200.69,0.67,0.658,0.013,1,4774.17,4772.85
7269,136,34-4-43,34-4-44,226.07,0.67,4.968,0.013,1,4772.46,4761.23
727,136,3-2-19,3-2-15,352.13,0.67,0.71,0.013,1,4829.74,4827.24
7272,136,34-4-44,34-4-46,250.9,0.67,4.91,0.013,1,4761.21,4748.89
7274,136,34-4-46,35-1-1,300.99,0.67,0.21,0.013,1,4748.89,4748.27
7276,136,34-4-47,34-4-49,203.06,0.67,3,0.013,1,4742.05,4735.95
7277,136,34-4-49,34-4-50,398.36,0.67,2.7,0.013,1,4735.89,4725.14
7278,136,34-4-50,34-4-51,401.01,0.67,2.53,0.013,1,4725.11,4714.98
7279,136,34-4-51,34-4-52,400.97,0.67,2.5,0.013,1,4714.89,4704.86
7280,136,34-4-52,34-4-53,417.94,0.67,2.36,0.013,1,4704.84,4694.99
7281,136,34-4-53,34-4-54,55.58,0.67,2.97,0.013,1,4694.96,4693.31
7286,136,34-4-54,34-4-59,191.33,0.67,2.89,0.013,1,4692.76,4687.23
7296,136,35-1-25.1,34-4-64.3,233.96,0.83,0.727,0.013,1,4681,4679.3
730,136,3-2-21,3-2-19,228.52,0.67,1.2,0.013,1,4838.67,4835.93
7305,136,35-1-1,34-4-47,191.14,0.67,3.21,0.013,1,4748.19,4742.05
7306,136,35-1-2,35-1-1,104.28,0.67,0.09,0.013,1,4748.36,4748.27
7307,136,35-1-3,35-1-2,403.42,0.67,0.863,0.013,1,4751.9,4748.42
7308,136,35-1-4,35-1-3,232.11,0.67,0.814,0.013,1,4753.97,4752.08
7309,136,35-1-5,35-1-4,120.62,0.67,0.655,0.013,1,4754.76,4753.97
7311,136,35-1-6,35-1-5,187.79,0.67,0.825,0.013,1,4756.41,4754.86
7312,136,35-1-7,35-1-6,300.89,0.67,0.58,0.013,1,4758.42,4756.68
7313,136,35-1-8,35-1-7,89.82,0.67,1.37,0.013,1,4760,4758.77
732,136,3-2-23,3-2-21,334.45,0.67,1.72,0.013,1,4844.5,4838.75
7329,136,35-1-28,35-1-27,211.9,0.67,1.307,0.013,1,4688.59,4685.82
733,136,3-3-1,3-2-23,318.46,0.67,1.78,0.013,1,4850.48,4844.81
7332,136,35-1-30,35-1-29,58.63,0.67,2.25,0.013,1,4692.48,4691.16
7333,136,35-1-31,35-1-30,293.74,0.67,2.152,0.013,1,4699.02,4692.7
7337,136,35-1-35,35-1-31,261.05,0.67,2.199,0.013,1,4704.77,4699.03
7338,136,35-1-36,35-1-35,416.38,0.67,3.675,0.013,1,4720.17,4704.87
7339,136,35-1-37,35-1-36,499.56,0.67,2.76,0.013,1,4734.23,4720.45
7340,136,35-1-38,35-1-37,467.96,0.67,2.77,0.013,1,4747.21,4734.24
7341,136,35-1-39,35-1-38,287.28,0.67,2.19,0.013,1,4753.71,4747.42
7342,136,35-1-40,35-1-39,117.83,0.67,1.859,0.013,1,4755.92,4753.73
7343,136,35-1-41,35-1-40,71.42,0.67,1.78,0.013,1,4757.21,4755.94
7344,136,35-1-42,35-1-41,243.05,0.67,0.79,0.013,1,4759.47,4757.55
7346,136,35-1-43,35-2-2,311.62,0.67,1.93,0.013,1,4677.68,4671.68
7347,136,35-1-44,35-1-43,254.99,0.67,2.03,0.013,1,4682.86,4677.69
7348,136,35-1-45,35-1-44,282.37,0.67,1.56,0.013,1,4687.41,4683.01
7349,136,35-1-46,35-1-45,105.61,0.67,4.69,0.013,1,4692.64,4687.69
7350,136,35-1-48,35-1-46,67.49,0.67,2.55,0.013,1,4696.84,4695.12
7367,136,35-1-25.2,35-1-25.1,325.43,0.83,0.64,0.013,1,4683.33,4681.25
7368,136,35-1-25.3,35-1-25.2,389.15,0.83,0.581,0.013,1,4685.73,4683.47
7370,136,35-1-27,35-1-25.3,12.79,0.83,0.313,0.013,1,4685.82,4685.78
7424,136,35-2-36,35-1-48,135.83,0.67,54.72,0.013,1,4771.8,4697.47
7425,136,35-2-37,35-2-36,171.28,0.67,35.16,0.013,1,4833.43,4773.2
7426,136,35-2-38,35-2-37,132.68,0.67,0.415,0.013,1,4834.38,4833.83
7427,136,35-2-39,35-2-38,64.23,0.67,0.125,0.013,1,4834.67,4834.59
7430,136,35-2-42,35-2-39,177.9,0.67,0.44,0.013,1,4835.49,4834.71
7432,136,35-2-44,35-2-42,247.42,0.67,2.4,0.013,1,4841.51,4835.57
7434,136,35-2-46,35-2-44,157.15,0.67,1.85,0.013,1,4844.5,4841.6
7435,136,35-2-47,35-2-46,117.24,0.67,1.71,0.013,1,4846.56,4844.55
7437,136,35-2-49,35-2-47,301.66,0.67,2.4,0.013,1,4854.99,4847.76
7443,136,35-2-55,35-2-49,44.01,0.67,0.55,0.013,1,4855.27,4855.03
7445,136,35-2-57,35-2-55,240.69,0.67,5.73,0.013,1,4869.06,4855.27
7447,136,35-2-59,35-2-57,192.6,0.67,2.24,0.013,1,4874.42,4870.11
7448,136,35-2-60,35-2-59,107.12,0.67,7.87,0.013,1,4882.91,4874.48
7450,136,35-3-15,35-2-60,52.59,0.67,7.55,0.013,1,4886.97,4883
7459,136,35-3-106,35-2-68,341.24,0.67,3.654,0.013,1,4952.81,4940.34
7460,136,35-2-68,35-2-69,299.99,0.67,3.727,0.013,1,4940.31,4929.13
7461,136,35-2-69,35-2-70,87.58,0.67,3.8,0.013,1,4929.13,4925.8
7462,136,35-2-70,35-2-71,295.1,0.67,3.52,0.013,1,4925.68,4915.3
7463,136,35-2-71,35-2-72,16.19,0.67,2.532,0.013,1,4915,4914.59
7464,136,35-2-72,35-2-73,400.29,0.67,3.495,0.013,1,4914.49,4900.5
7465,136,35-2-73,35-2-74,284.24,0.67,3.07,0.013,1,4900.49,4891.76
7466,136,35-2-74,35-2-75,532.19,0.67,2.57,0.013,1,4891.1,4877.44
7467,136,35-2-75,35-2-75.1,103.35,0.67,2.62,0.013,1,4877.37,4874.66
7468,136,35-2-75.1,35-2-76,243.53,0.67,2.59,0.013,1,4874.61,4868.31
7496,136,35-3-16,35-3-15,37.56,0.67,6.63,0.013,1,4895.03,4892.54
7497,136,35-3-17,35-3-16,350.53,0.67,6.52,0.013,1,4917.89,4895.05
7502,136,35-3-21,35-3-17,15.83,0.67,7.52,0.013,1,4919.81,4918.62
7503,136,35-3-22,35-3-21,74.51,0.67,6.46,0.013,1,4924.64,4919.83
7507,136,35-3-26,35-3-22,312.76,0.67,6.71,0.013,1,4945.82,4924.82
7510,136,35-3-29,35-3-26,12.96,0.67,4.86,0.013,1,4946.79,4946.16
7511,136,35-3-30,35-3-29,219.51,0.67,5.39,0.013,1,4958.73,4946.9
7514,136,35-3-33,35-3-30,80.86,0.67,5.32,0.013,1,4963.16,4958.86
7535,136,35-3-50,35-3-33,75.94,0.67,5.75,0.013,1,4967.61,4963.24
7536,136,35-3-51,35-3-50,253.76,0.67,4.73,0.013,1,4979.65,4967.64
7537,136,35-3-52,35-3-51,141.67,0.67,4.76,0.013,1,4986.71,4979.96
7538,136,35-3-53,35-3-52,291.18,0.67,6.09,0.013,1,5004.53,4986.79
7540,136,35-3-55,35-3-53,161.02,0.67,3.91,0.013,1,5010.93,5004.63
7541,136,35-3-56,35-3-55,117.38,0.67,3.74,0.013,1,5015.48,5011.09
7543,136,35-3-58,35-3-56,68.85,0.67,0.334,0.013,1,5015.99,5015.76
7546,136,35-3-61,35-3-60,313.39,0.67,0.38,0.013,1,5018.07,5016.88
7593,136,35-3-107,35-3-106,408.13,0.67,6.33,0.013,1,4978.93,4953.08
7594,136,35-3-108,35-3-107,402.36,0.67,3.42,0.013,1,4992.88,4979.13
7595,136,35-3-109,35-3-108,51.53,0.67,3.9,0.013,1,5004.72,5002.71
7596,136,35-3-110,35-3-109,343.81,0.67,2.96,0.013,1,5015.02,5004.86
7597,136,35-3-111,35-3-110,341.06,0.67,4.15,0.013,1,5029.23,5015.08
7631,136,35-4-2,35-4-1,97.66,0.67,5.69,0.013,1,4776.49,4770.93
7634,136,35-4-4,35-4-2,75.29,0.67,4.74,0.013,1,4780.76,4777.19
7635,136,35-4-5,35-4-4,210.25,0.67,48.428,0.013,1,4882.65,4780.83
7639,136,35-4-9,35-4-5,38.61,0.67,14.918,0.013,1,4888.46,4882.7
7640,136,35-4-10,35-4-9,90.7,0.67,2.348,0.013,1,4890.77,4888.64
7643,136,35-4-13,35-4-10,318.65,0.67,2.04,0.013,1,4897.37,4890.87
7645,136,35-4-14,35-4-13,313.75,0.67,3.194,0.013,1,4907.45,4897.43
7646,136,35-4-15,35-4-14,418.46,0.67,3.793,0.013,1,4923.35,4907.48
7647,136,35-4-16,35-4-15,178.86,0.67,1.13,0.013,1,4928.6,4926.58
7657,136,35-4-26,35-4-16,448.78,0.67,12.9,0.013,1,4986.56,4928.65
7658,136,35-4-27,35-4-26,145.52,0.67,0.91,0.013,1,4989.91,4988.59
7662,136,35-4-31,35-4-27,163.25,0.67,24.59,0.013,1,5031.48,4991.33
7663,136,35-4-32,35-4-31,352.62,0.67,0.66,0.013,1,5033.93,5031.62
7848,136,20-4-53,20-4-48.1,83.6,1.25,1.33,0.013,1,4416.33,4415.22
7849,136,20-4-48.1,20-4-48,282.55,1.25,1.08,0.013,1,4415.15,4412.09
7878,136,8-4-3,8-4-4,197.8,0.83,0.22,0.013,1,4341.11,4340.67
7886,136,34-2-20,34-2-19,102.53,1.25,1.843,0.013,1,4580.44,4578.55
7887,136,35-1-29,35-1-28,109.73,0.67,1.87,0.013,1,4691.11,4689.06
7892,136,28-1-50,28-1-49,77.82,1.25,1.015,0.013,1,4499.35,4498.56
7905,136,29-4-25,29-4-24,175.5,1.25,0.39,0.013,1,4516.08,4515.39
7908,136,1N-2-24,1N-2-22,58.28,3.25,0.052,0.013,1,4246.15,4246.12
7909,136,1N-3-13,1N-2-55,188.9,3.5,0.14,0.013,1,4250.57,4250.31
7924,136,28-1-31,28-1-30.1,76.02,1.25,1.355,0.013,1,4488.86,4487.83
7925,136,28-1-30.1,28-1-30,109.54,1.25,1.589,0.013,1,4487.61,4485.87
7935,136,1S-2-23,2-3-60,319.88,0.67,1.5,0.013,1,5042.6,5037.79
7936,136,2-3-60,35-4-32,383.99,0.67,0.97,0.013,1,5037.79,5034.06
7945,136,4-2-43,4-2-38,265.78,0.83,0.361,0.013,1,4724.97,4724.01
7951,136,34-3-19,34-3-14,73.07,1.25,0.698,0.013,1,4650.5,4649.99
7952,136,34-3-9,34-3-9.0,242.12,1.25,1.528,0.013,1,4637.69,4633.99
